Vandportalen - www.vandportalen.dk
Lokalitet:;22.36 Storå, Ved Gl. Grydholt
Tidsserie:;Vandføring, Døgnmiddel (DMP)
Drives af Miljøstyrelsen
Dataperiode:;01-01-1917 00:00 - 12-10-2024 23:59 ( UTC +01:00:00 )
ks mrk.:;0= ikke-korrigerede data (rådata)
;1= data udtyndet for outliers
;2= kvalitetskontrolleret data
Udtræksdato: ;07-10-2024 09:14

WSP og dataleverandører til Vandportalen kan ikke drages til ansvar for målingernes rigtighed.

Dato (DK normaltid);Vandføring, Døgnmiddel (DMP) (l/s);ks mrk.
29-09-2005 00:00;3871.591;2
30-09-2005 00:00;3955.470;2
01-10-2005 00:00;3767.352;2
02-10-2005 00:00;4345.281;2
03-10-2005 00:00;3891.516;2
04-10-2005 00:00;3675.211;2
05-10-2005 00:00;3609.221;2
06-10-2005 00:00;3582.647;2
07-10-2005 00:00;3580.858;2
08-10-2005 00:00;3590.792;2
09-10-2005 00:00;3590.814;2
10-10-2005 00:00;3733.233;2
11-10-2005 00:00;3583.687;2
12-10-2005 00:00;3544.665;2
13-10-2005 00:00;3538.165;2
14-10-2005 00:00;3521.312;2
15-10-2005 00:00;3473.831;2
16-10-2005 00:00;3429.375;2
17-10-2005 00:00;3422.475;2
18-10-2005 00:00;3466.081;2
19-10-2005 00:00;3471.638;2
20-10-2005 00:00;3499.993;2
21-10-2005 00:00;3839.148;2
22-10-2005 00:00;4161.108;2
23-10-2005 00:00;5001.410;2
24-10-2005 00:00;4195.075;2
25-10-2005 00:00;4956.898;2
26-10-2005 00:00;9209.095;2
27-10-2005 00:00;7624.850;2
28-10-2005 00:00;6387.768;2
29-10-2005 00:00;5856.483;2
30-10-2005 00:00;5410.225;2
31-10-2005 00:00;5139.529;2
01-11-2005 00:00;4969.955;2
02-11-2005 00:00;4985.259;2
03-11-2005 00:00;5631.077;2
04-11-2005 00:00;8134.568;2
05-11-2005 00:00;7797.649;2
06-11-2005 00:00;10016.204;2
07-11-2005 00:00;10545.600;2
08-11-2005 00:00;10741.412;2
09-11-2005 00:00;8856.574;2
10-11-2005 00:00;7676.236;2
11-11-2005 00:00;7562.749;2
12-11-2005 00:00;8067.697;2
13-11-2005 00:00;7872.503;2
14-11-2005 00:00;7278.231;2
15-11-2005 00:00;9281.602;2
16-11-2005 00:00;12251.488;2
17-11-2005 00:00;9851.163;2
18-11-2005 00:00;8300.437;2
19-11-2005 00:00;7483.298;2
20-11-2005 00:00;7039.365;2
21-11-2005 00:00;7852.417;2
22-11-2005 00:00;7761.635;2
23-11-2005 00:00;7255.873;2
24-11-2005 00:00;7121.578;2
25-11-2005 00:00;9652.252;2
26-11-2005 00:00;10129.955;2
27-11-2005 00:00;8675.278;2
28-11-2005 00:00;7751.604;2
29-11-2005 00:00;7217.076;2
30-11-2005 00:00;7048.512;2
01-12-2005 00:00;6996.169;2
02-12-2005 00:00;7115.049;2
03-12-2005 00:00;6809.144;2
04-12-2005 00:00;6636.272;2
05-12-2005 00:00;6763.469;2
06-12-2005 00:00;6921.327;2
07-12-2005 00:00;6856.274;2
08-12-2005 00:00;6801.548;2
09-12-2005 00:00;6532.712;2
10-12-2005 00:00;6312.132;2
11-12-2005 00:00;6432.130;2
12-12-2005 00:00;6454.610;2
13-12-2005 00:00;6246.256;2
14-12-2005 00:00;6519.409;2
15-12-2005 00:00;6577.655;2
16-12-2005 00:00;7088.046;2
17-12-2005 00:00;7792.204;2
18-12-2005 00:00;6854.103;2
19-12-2005 00:00;6437.350;2
20-12-2005 00:00;7305.091;2
21-12-2005 00:00;7846.718;2
22-12-2005 00:00;7780.720;2
23-12-2005 00:00;7629.178;2
24-12-2005 00:00;7690.973;2
25-12-2005 00:00;7479.861;2
26-12-2005 00:00;6893.448;2
27-12-2005 00:00;6529.472;2
28-12-2005 00:00;6294.085;2
29-12-2005 00:00;6208.400;2
30-12-2005 00:00;6211.668;2
31-12-2005 00:00;6133.282;2
01-01-2006 00:00;6100.125;2
02-01-2006 00:00;5922.501;2
03-01-2006 00:00;5799.834;2
04-01-2006 00:00;5723.064;2
05-01-2006 00:00;5646.423;2
06-01-2006 00:00;5767.538;2
07-01-2006 00:00;5711.157;2
08-01-2006 00:00;5641.608;2
09-01-2006 00:00;5553.578;2
10-01-2006 00:00;5524.560;2
11-01-2006 00:00;7491.806;2
12-01-2006 00:00;10803.085;2
13-01-2006 00:00;9089.607;2
